製品名,プラットフォーム,更新日,ダウンロード
SQL Server Migration Assistant,Win32,2025/11/21,"https://vpatj.azurewebsites.net/file/SQL_Server_Migration_Assistant_Win32_VPATJ14200.xlsx"
SQL Server registry,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/SQL_Server_registry_Azure_VPATJ14210.xlsx"
SQL Server Reporting Services 2019,Web,2025/01/22,"https://vpatj.azurewebsites.net/file/SQL_Server_Reporting_Services_2019_Web_VPATJ14220.xlsx"
SQL SSDT and DacFX,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/SQL_SSDT_and_DacFX_Win32_VPATJ14230.xlsx"
SRS Risk Signals,Web,2025/05/14,"https://vpatj.azurewebsites.net/file/SRS_Risk_Signals_Web_VPATJ14231.xlsx"
Sticky Notes for Windows 10,UWP,2024/05/14,"https://vpatj.azurewebsites.net/file/Sticky_Notes_for_Windows_10_UWP_VPATJ14240.xlsx"
Store - Cart,Web,2025/09/22,"https://vpatj.azurewebsites.net/file/Store_-_Cart_Web_VPATJ14241.xlsx"
Store - Purchase Experience,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Store_-_Purchase_Experience_Web_VPATJ14250.xlsx"
Store - Web,Web,2024/09/25,"https://vpatj.azurewebsites.net/file/Store_-_Web_VPATJ14260.xlsx"
Store Operations Assist,"Web, Android, iOS",2024/07/31,"https://vpatj.azurewebsites.net/file/Store_Operations_Assist_Web_Android_iOS_VPATJ14280.xlsx"
StorSimple data manager,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/StorSimple_data_manager_Web_VPATJ14290.xlsx"
StorSimple Device Manager,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/StorSimple_Device_Manager_Azure_VPATJ14300.xlsx"
StorSimple portal,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/StorSimple_portal_Web_VPATJ14310.xlsx"
StorSimple Service,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/StorSimple_Service_Web_VPATJ14320.xlsx"
Stream - Analytics,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Stream_-_Analytics_Web_VPATJ14330.xlsx"
Stream (on SharePoint),Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Stream_on_SharePoint_Web_VPATJ14340.xlsx"
Stream Camera Android,Android,2024/05/14,"https://vpatj.azurewebsites.net/file/Stream_Camera_Android_VPATJ14350.xlsx"
Stream Camera iOS,iOS,2024/05/14,"https://vpatj.azurewebsites.net/file/Stream_Camera_iOS_VPATJ14360.xlsx"
Stream Camera Web,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Stream_Camera_Web_VPATJ14370.xlsx"
Stream OneCamera,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Stream_OneCamera_Web_VPATJ14380.xlsx"
Stream Web App,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Stream_Web_App_VPATJ14390.xlsx"
Subscriber Migrations - LECC,Win32,2024/10/30,"https://vpatj.azurewebsites.net/file/Subscriber_Migrations_-_LECC_Win32_VPATJ14400.xlsx"
Supplier Experience,Web,2025/10/28,"https://vpatj.azurewebsites.net/file/Supplier_Experience_Web_VPATJ14401.xlsx"
Supplier Setup,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Supplier_Setup_Web_VPATJ14410.xlsx"
SupplierWeb,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/SupplierWeb_VPATJ14420.xlsx"
Supply Chain Operations Portal,Web,2025/08/21,"https://vpatj.azurewebsites.net/file/Supply_Chain_Operations_Portal_Web_VPATJ14421.xlsx"
Supply Chain Portal,Web,2025/12/19,"https://vpatj.azurewebsites.net/file/Supply_Chain_Portal_Web_VPATJ14430.xlsx"
Support.microsoft.com,Web,2025/09/23,"https://vpatj.azurewebsites.net/file/Support.microsoft.com_Web_VPATJ14440.xlsx"
Surface App,Android,2025/10/30,"https://vpatj.azurewebsites.net/file/Surface_App_Android_VPATJ14450.xlsx"
Surface App,iOS,2025/10/30,"https://vpatj.azurewebsites.net/file/Surface_App_iOS_VPATJ14460.xlsx"
Surface Arc Mouse,Hardware,2025/05/08,"https://vpatj.azurewebsites.net/file/Surface_Arc_Mouse_Hardware_VPATJ14461.xlsx"
Surface App,Universal,2024/10/23,"https://vpatj.azurewebsites.net/file/Surface_App_Universal_VPATJ14470.xlsx"
Surface Book 2,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Book_2_Windows_VPATJ14480.xlsx"
Surface Book 3,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Book_3_Windows_VPATJ14490.xlsx"
Surface Book W/ Performance Base,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Book_W_Performance_Base_Windows_VPATJ14500.xlsx"
Surface Diagnostic Toolkit,Win32,2025/09/26,"https://vpatj.azurewebsites.net/file/Surface_Diagnostic_Toolkit_Win32_VPATJ14510.xlsx"
Surface Dock 2,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Dock_2_Hardware_VPATJ14520.xlsx"
Surface Duo (Hardware Only Evaluation),Android,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Duo_Hardware_Only_Evaluation_Android_VPATJ14530.xlsx"
Surface Duo 2,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Duo_2_Hardware_VPATJ14540.xlsx"
Surface Duo Platform,Android,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Duo_Platform_Android_VPATJ14550.xlsx"
Surface Earbuds,Hearables,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Earbuds_Hearables_VPATJ14560.xlsx"
Surface Go,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Go_Windows_VPATJ14570.xlsx"
Surface Go 2,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Go_2_Hardware_VPATJ14580.xlsx"
Surface Go 3,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Go_3_Hardware_VPATJ14590.xlsx"
Surface Go 4,Hardware,2025/03/27,"https://vpatj.azurewebsites.net/file/Surface_Go_4_Hardware_VPATJ14600.xlsx"
Surface Go Signature Type Cover,Accessory,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Go_Signature_Type_Cover_Accessory_VPATJ14610.xlsx"
Surface Headphones,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Headphones_Hardware_VPATJ14620.xlsx"
Surface Headphones 2,Hearables,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Headphones_2_Hearables_VPATJ14630.xlsx"
Surface Hub - Hardware,Windows Team,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Hub_-_Hardware_Windows_Team_VPATJ14640.xlsx"
Surface Hub - Software,Win32,2025/04/25,"https://vpatj.azurewebsites.net/file/Surface_Hub_-_Software_Win32_VPATJ14650.xlsx"
Surface Hub 2 Smart Camera,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Hub_2_Smart_Camera_Hardware_VPATJ14660.xlsx"
Surface Hub 2s,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Hub_2s_Hardware_VPATJ14670.xlsx"
Surface Hub 2S 85-inch,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Hub_2S_85-inch_Hardware_VPATJ14680.xlsx"
Surface Hub 3,Hardware,2024/09/04,"https://vpatj.azurewebsites.net/file/Surface_Hub_3_Hardware_VPATJ14690.xlsx"
Surface IT Toolkit,Win32,2025/10/14,"https://vpatj.azurewebsites.net/file/Surface_IT_Toolkit_Win32_VPATJ14700.xlsx"
Surface Laptop,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Laptop_Windows_VPATJ14710.xlsx"
Surface Laptop 2,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Laptop_2_Hardware_VPATJ14720.xlsx"
Surface Laptop 3,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Laptop_3_Hardware_VPATJ14730.xlsx"
Surface Laptop 4,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Laptop_4_Hardware_VPATJ14740.xlsx"
Surface Laptop 4 for Business,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Laptop_4_for_Business_Hardware_VPATJ14750.xlsx"
Surface Laptop 5,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Laptop_5_Hardware_VPATJ14760.xlsx"
Surface Laptop 6,Hardware,2024/12/09,"https://vpatj.azurewebsites.net/file/Surface_Laptop_6_Hardware_VPATJ14770.xlsx"
Surface Laptop 7th Edition,Hardware,2025/03/27,"https://vpatj.azurewebsites.net/file/Surface_Laptop_7th_Edition_Hardware_VPATJ14771.xlsx"
Surface Laptop for Business 7th Edition (Intel),Hardware,2025/07/21,"https://vpatj.azurewebsites.net/file/Surface_Laptop_for_Business_7th_Edition_Intel_Hardware_VPATJ14772.xlsx"
Surface Laptop Copilot plus PC 13,Hardware,2025/05/07,"https://vpatj.azurewebsites.net/file/Surface_Laptop_Copilot_plus_PC_13_Hardware_VPATJ14773.xlsx"
"Surface Laptop for Business, 13.8-inch | Intel (8th Edition)",Hardware,2026/05/29,"https://vpatj.azurewebsites.net/file/Surface_Laptop_for_Business_13.8-inch_Intel_8th_Edition_Hardware_VPATJ14774.xlsx"
"Surface Laptop for Business, 13-inch | Intel (1st Edition)",Hardware,2026/05/29,"https://vpatj.azurewebsites.net/file/Surface_Laptop_for_Business_13-inch_Intel_1st_Edition_Hardware_VPATJ14775.xlsx"
"Surface Laptop for Business, 15-inch | Intel (8th Edition)",Hardware,2026/05/29,"https://vpatj.azurewebsites.net/file/Surface_Laptop_for_Business_15-inch_Intel_8th_Edition_Hardware_VPATJ14776.xlsx"
Surface Laptop Go,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Laptop_Go_Hardware_VPATJ14780.xlsx"
Surface Laptop Go 2,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Laptop_Go_2_Hardware_VPATJ14790.xlsx"
Surface Laptop Go 3,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Laptop_Go_3_Hardware_VPATJ14800.xlsx"
Surface Laptop is a Copilot plus PC,Hardware,2024/12/09,"https://vpatj.azurewebsites.net/file/Surface_Laptop_is_a_Copilot_plus_PC_Hardware_VPATJ14801.xlsx"
Surface Laptop SE,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Laptop_SE_Hardware_VPATJ14820.xlsx"
Surface Laptop Studio,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Laptop_Studio_Hardware_VPATJ14830.xlsx"
Surface Laptop Studio 2,Hardware,2025/03/27,"https://vpatj.azurewebsites.net/file/Surface_Laptop_Studio_2_Hardware_VPATJ14840.xlsx"
"Surface Laptop, 13.8-inch | Snapdragon (8th Edition)",Hardware,2026/06/16,"https://vpatj.azurewebsites.net/file/Surface_Laptop_13.8-inch_Snapdragon_8th_Edition_Hardware_VPATJ14841.xlsx"
"Surface Laptop, 15-inch | Snapdragon (8th Edition)",Hardware,2026/06/16,"https://vpatj.azurewebsites.net/file/Surface_Laptop_15-inch_Snapdragon_8th_Edition_Hardware_VPATJ14842.xlsx"
Surface Pen 4th Gen (Model 1776).,Hardware,2024/09/04,"https://vpatj.azurewebsites.net/file/Surface_Pen_4th_Gen_Model_1776._Hardware_VPATJ14850.xlsx"
Surface Precision Mouse,NA,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Precision_Mouse_NA_VPATJ14860.xlsx"
Surface Pro,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Pro_Windows_VPATJ14870.xlsx"
Surface Pro 10,Hardware,2024/12/09,"https://vpatj.azurewebsites.net/file/Surface_Pro_10_Hardware_VPATJ14880.xlsx"
Surface Pro 11 for Business,Hardware,2025/02/07,"https://vpatj.azurewebsites.net/file/Surface_Pro_11_for_Business_Hardware_VPATJ14881.xlsx"
Surface Pro 11th Edition,Hardware,2025/03/27,"https://vpatj.azurewebsites.net/file/Surface_Pro_11th_Edition_Hardware_VPATJ14882.xlsx"
Surface Pro 12 Keyboard,Hardware,2025/05/07,"https://vpatj.azurewebsites.net/file/Surface_Pro_12_Keyboard_Hardware_VPATJ14883.xlsx"
Surface Pro 13-inch Keyboard,Hardware,2025/07/24,"https://vpatj.azurewebsites.net/file/Surface_Pro_13-inch_Keyboard_Hardware_VPATJ14884.xlsx"
Surface Pro 6,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Pro_6_Hardware_VPATJ14890.xlsx"
Surface Pro 7,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Pro_7_Hardware_VPATJ14900.xlsx"
Surface Pro 7 Plus for Business,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Pro_7_Plus_for_Business_Hardware_VPATJ14910.xlsx"
Surface Pro 8,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Pro_8_Hardware_VPATJ14920.xlsx"
Surface Pro 9,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Pro_9_Hardware_VPATJ14930.xlsx"
Surface Pro Copilot plus PC 12,Hardware,2025/05/07,"https://vpatj.azurewebsites.net/file/Surface_Pro_Copilot_plus_PC_12_Hardware_VPATJ14931.xlsx"
Surface Pro Flex Keyboard,Hardware,2024/05/27,"https://vpatj.azurewebsites.net/file/Surface_Pro_Flex_Keyboard_Hardware_VPATJ14950.xlsx"
Surface Pro for Business 11th Edition (Intel),Hardware,2025/03/27,"https://vpatj.azurewebsites.net/file/Surface_Pro_for_Business_11th_Edition_Intel_Hardware_VPATJ14951.xlsx"
"Surface Pro for Business, 13-inch | Intel (12th Edition)",Hardware,2026/06/08,"https://vpatj.azurewebsites.net/file/Surface_Pro_for_Business_13-inch_Intel_12th_Edition_Hardware_VPATJ14952.xlsx"
Surface Pro Signature Type Cover,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Pro_Signature_Type_Cover_Hardware_VPATJ14960.xlsx"
Surface Pro X,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Pro_X_Hardware_VPATJ14970.xlsx"
Surface Pro X (2021),Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Pro_X_2021_Hardware_VPATJ14980.xlsx"
Surface Pro X (Fall 2020),Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Pro_X_Fall_2020_Hardware_VPATJ14990.xlsx"
Surface Pro X Keyboard,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Pro_X_Keyboard_Hardware_VPATJ15000.xlsx"
Surface Pro X Signature Keyboard,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Pro_X_Signature_Keyboard_Hardware_VPATJ15010.xlsx"
Surface Repair Tool,Win32,2026/05/18,"https://vpatj.azurewebsites.net/file/Surface_Repair_Tool_Win32_VPATJ15011.xlsx"
"Surface Pro, 13-inch | Snapdragon (12th Edition)",Hardware,2026/06/16,"https://vpatj.azurewebsites.net/file/Surface_Pro_13-inch_Snapdragon_12th_Edition_Hardware_VPATJ15012.xlsx"
Surface Showcase,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Showcase_Web_VPATJ15020.xlsx"
Surface Slim Pen,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Slim_Pen_Hardware_VPATJ15030.xlsx"
Surface Slim Pen 2,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Slim_Pen_2_Hardware_VPATJ15040.xlsx"
Surface Studio 2,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Studio_2_Hardware_VPATJ15050.xlsx"
Surface Studio 2 plus,Hardware,2025/04/24,"https://vpatj.azurewebsites.net/file/Surface_Studio_2_plus_Hardware_VPATJ15060.xlsx"
Surface Thunderbolt 4 Dock,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Thunderbolt_4_Dock_Hardware_VPATJ15070.xlsx"
Surface Type Cover (2021),Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Type_Cover_2021_Hardware_VPATJ15080.xlsx"
Surface USB4 Dock for Business,Hardware,2025/02/07,"https://vpatj.azurewebsites.net/file/Surface_USB4_Dock_for_Business_Hardware_VPATJ15081.xlsx"
Surface Wireless Keyboard (model WS200025),Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Surface_Wireless_Keyboard_model_WS200025_Hardware_VPATJ15090.xlsx"
Survey Platform,Web,2026/02/12,"https://vpatj.azurewebsites.net/file/Survey_Platform_Web_VPATJ15091.xlsx"
Surgical CAPD,Web,2026/03/20,"https://vpatj.azurewebsites.net/file/Surgical_CAPD_Web_VPATJ15092.xlsx"
Survey Platform,Azure,2025/02/05,"https://vpatj.azurewebsites.net/file/Survey_Platform_Azure_VPATJ15100.xlsx"
Sustainability Data Solutions in Fabric,Web,2024/12/20,"https://vpatj.azurewebsites.net/file/Sustainability_Data_Solutions_in_Fabric_Web_VPATJ15101.xlsx"
SUVP Secured Content Repository - Package Manager,Win32,2025/10/23,"https://vpatj.azurewebsites.net/file/SUVP_Secured_Content_Repository_-_Package_Manager_Win32_VPATJ15110.xlsx"
Sway,Web,2024/10/28,"https://vpatj.azurewebsites.net/file/Sway_Web_VPATJ15120.xlsx"
Sway,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Sway_Universal_VPATJ15130.xlsx"
SwiftKey,Android,2025/10/16,"https://vpatj.azurewebsites.net/file/SwiftKey_Android_VPATJ15140.xlsx"
SwiftKey,iOS,2024/05/14,"https://vpatj.azurewebsites.net/file/SwiftKey_iOS_VPATJ15150.xlsx"
SwiftKey iOS,iOS,2026/01/13,"https://vpatj.azurewebsites.net/file/SwiftKey_iOS_VPATJ15160.xlsx"
SwiftKey- Support,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/SwiftKey-_Support_Web_VPATJ15170.xlsx"
SxG ICon OneChat Service,Web,2025/04/01,"https://vpatj.azurewebsites.net/file/SxG_ICon_OneChat_Service_Web_VPATJ15180.xlsx"
Synapse Data Science Fabric Product,Web,2026/03/05,"https://vpatj.azurewebsites.net/file/Synapse_Data_Science_Fabric_Product_Web_VPATJ15190.xlsx"
System Center 2022 Operations Manager,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/System_Center_2022_Operations_Manager_Windows_VPATJ15200.xlsx"
System Center Data Protection Manager,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/System_Center_Data_Protection_Manager_Windows_VPATJ15210.xlsx"
System Center Operations Manager 2019,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/System_Center_Operations_Manager_2019_Windows_VPATJ15220.xlsx"
System Center Updates Publisher,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/System_Center_Updates_Publisher_Win32_VPATJ15230.xlsx"
System Center Virtual Machine Manager 1801,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/System_Center_Virtual_Machine_Manager_1801_Windows_VPATJ15240.xlsx"
System Center Virtual Machine Manager 2016,Windows,2024/05/14,"https://vpatj.azurewebsites.net/file/System_Center_Virtual_Machine_Manager_2016_Windows_VPATJ15250.xlsx"
Take a Test,PC (Windows),2025/06/30,"https://vpatj.azurewebsites.net/file/Take_a_Test_PC_Windows_VPATJ15260.xlsx"
TakeLessons,Web,2024/09/13,"https://vpatj.azurewebsites.net/file/TakeLessons_Web_VPATJ15270.xlsx"
Task Runner Explorer,WindowsFeature,2024/05/14,"https://vpatj.azurewebsites.net/file/Task_Runner_Explorer_WindowsFeature_VPATJ15280.xlsx"
Tasks - Teams Tasks Client,"Win32, Web, MAC, iOS, Android",2024/05/14,"https://vpatj.azurewebsites.net/file/Tasks_-_Teams_Tasks_Client_Win32_Web_MAC_iOS_Android_VPATJ15290.xlsx"
Teach UI in AI Hub,Web,2025/11/05,"https://vpatj.azurewebsites.net/file/Teach_UI_in_AI_Hub_Web_VPATJ15291.xlsx"
Team Foundation Server (TFS),"Web, Win32",2024/05/14,"https://vpatj.azurewebsites.net/file/Team_Foundation_Server_TFS_Web_Win32_VPATJ15300.xlsx"
Teams Admin Center,Web,2024/08/28,"https://vpatj.azurewebsites.net/file/Teams_Admin_Center_Web_VPATJ15310.xlsx"
Teams Bookings app,iOS,2024/05/14,"https://vpatj.azurewebsites.net/file/Teams_Bookings_app_iOS_VPATJ15320.xlsx"
Teams Developer Portal,Web,2025/10/30,"https://vpatj.azurewebsites.net/file/Teams_Developer_Portal_Web_VPATJ15330.xlsx"
Teams Insider website,Web,2024/09/26,"https://vpatj.azurewebsites.net/file/Teams_Insider_website_VPATJ15331.xlsx"
Teams Toolkit,Win32,2025/04/14,"https://vpatj.azurewebsites.net/file/Teams_Toolkit_Win32_VPATJ15332.xlsx"
Teams Devices Marketplace,Web,2026/03/26,"https://vpatj.azurewebsites.net/file/Teams_Devices_Marketplace_Web_VPATJ15333.xlsx"
Teams Immersive Events - Teams UI,Mac,2025/12/01,"https://vpatj.azurewebsites.net/file/Teams_Immersive_Events_-_Teams_UI_Mac_VPATJ15334.xlsx"
Teams Immersive Events - Teams UI,Win32,2025/12/01,"https://vpatj.azurewebsites.net/file/Teams_Immersive_Events_-_Teams_UI_Win32_VPATJ15335.xlsx"
Teams Toolkit For Visual Studio,PCWindows,2024/05/14,"https://vpatj.azurewebsites.net/file/Teams_Toolkit_For_Visual_Studio_PCWindows_VPATJ15350.xlsx"
Teams Verticals Easy Approvals,Android,2025/10/21,"https://vpatj.azurewebsites.net/file/Teams_Verticals_Easy_Approvals_Android_VPATJ15360.xlsx"
Teams Verticals Easy Approvals,iOS,2025/10/21,"https://vpatj.azurewebsites.net/file/Teams_Verticals_Easy_Approvals_iOS_VPATJ15370.xlsx"
Teams Verticals Easy Approvals,Web,2025/10/21,"https://vpatj.azurewebsites.net/file/Teams_Verticals_Easy_Approvals_Web_VPATJ15390.xlsx"
Teams Verticals Easy Approvals,Win32,2025/10/21,"https://vpatj.azurewebsites.net/file/Teams_Verticals_Easy_Approvals_Win32_VPATJ15400.xlsx"
Teams Walkie-Talkie,Android,2025/12/01,"https://vpatj.azurewebsites.net/file/Teams_Walkie-Talkie_Android_VPATJ15410.xlsx"
Teams Walkie-Talkie,iOS,2025/12/01,"https://vpatj.azurewebsites.net/file/Teams_Walkie-Talkie_iOS_VPATJ15420.xlsx"
Teams-Planner,Cross-Plat,2026/02/26,"https://vpatj.azurewebsites.net/file/Teams-Planner_Cross-Plat_VPATJ15421.xlsx"
Teams-Planner,"Win32, Mac",2025/08/22,"https://vpatj.azurewebsites.net/file/Teams-Planner_Win32_Mac_VPATJ15430.xlsx"
Teams-Updates,Android,2025/10/17,"https://vpatj.azurewebsites.net/file/Teams-Updates_Android_VPATJ15431.xlsx"
Teams-Planner,Web,2025/08/22,"https://vpatj.azurewebsites.net/file/Teams-Planner_Web_VPATJ15440.xlsx"
Teams-Updates,Win32,2025/10/16,"https://vpatj.azurewebsites.net/file/Teams-Updates_Win32_VPATJ15450.xlsx"
Teams-Updates,iOS,2025/10/17,"https://vpatj.azurewebsites.net/file/Teams-Updates_iOS_VPATJ15460.xlsx"
Teams-Updates,Mac,2025/10/17,"https://vpatj.azurewebsites.net/file/Teams-Updates_Mac_VPATJ15461.xlsx"
Teams-Updates,Web,2025/10/17,"https://vpatj.azurewebsites.net/file/Teams-Updates_Web_VPATJ15470.xlsx"
Test Base for M365,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Test_Base_for_M365_Web_VPATJ15480.xlsx"
Testers Logs,Web,2025/09/11,"https://vpatj.azurewebsites.net/file/Testers_Logs_Web_VPATJ15490.xlsx"
TFL Data Export Portal,WebApp,2025/10/21,"https://vpatj.azurewebsites.net/file/TFL_Data_Export_Portal_WebApp_VPATJ15491.xlsx"
Time Travel Debugging,Win32,2024/09/05,"https://vpatj.azurewebsites.net/file/Time_Travel_Debugging_Win32_VPATJ15500.xlsx"
Tips App,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Tips_App_Universal_VPATJ15510.xlsx"
TNS Service Desk Portal,Web,2025/10/29,"https://vpatj.azurewebsites.net/file/TNS_Service_Desk_Portal_Web_VPATJ15511.xlsx"
To Do,Mac,2025/09/18,"https://vpatj.azurewebsites.net/file/To_Do_Mac_VPATJ15520.xlsx"
To Do,Universal,2025/09/18,"https://vpatj.azurewebsites.net/file/To_Do_Universal_VPATJ15530.xlsx"
To Do,Web,2025/09/18,"https://vpatj.azurewebsites.net/file/To_Do_Web_VPATJ15540.xlsx"
To Do,Android,2025/09/05,"https://vpatj.azurewebsites.net/file/To_Do_Android_VPATJ15550.xlsx"
To Do,iOS,2025/09/05,"https://vpatj.azurewebsites.net/file/To_Do_iOS_VPATJ15560.xlsx"
To Do for Outlook,Web,2025/09/24,"https://vpatj.azurewebsites.net/file/To_Do_for_Outlook_Web_VPATJ15570.xlsx"
Training Support (trainingsupport.microsoft.com),Web,2024/10/23,"https://vpatj.azurewebsites.net/file/Training_Support_trainingsupport.microsoft.com_Web_VPATJ15571.xlsx"
Token Redemption Automation,Web,2025/01/08,"https://vpatj.azurewebsites.net/file/Token_Redemption_Automation_Web_VPATJ15572.xlsx"
Touch Adaptation Kit Editor Extension for VS Code,PC (Windows),2026/03/10,"https://vpatj.azurewebsites.net/file/Touch_Adaptation_Kit_Editor_Extension_for_VS_Code_PC_Windows_VPATJ15573.xlsx"
Trident DW - Client Experiences,Web,2026/03/04,"https://vpatj.azurewebsites.net/file/Trident_DW_-_Client_Experiences_Web_VPATJ15580.xlsx"
TryDotNet,Azure,2024/08/20,"https://vpatj.azurewebsites.net/file/TryDotNet_Azure_VPATJ15590.xlsx"
TSdoc,Web,2025/10/24,"https://vpatj.azurewebsites.net/file/TSdoc_Web_VPATJ15600.xlsx"
TSP Analytics Management,Web,2025/03/18,"https://vpatj.azurewebsites.net/file/TSP_Analytics_Management_Web_VPATJ15601.xlsx"
TSS - AZURE CODE SIGNING - SIGN,Web,2025/09/11,"https://vpatj.azurewebsites.net/file/TSS_-_AZURE_CODE_SIGNING_-_SIGN_Web_VPATJ15602.xlsx"
TypeScriptLang.org,Azure,2024/06/26,"https://vpatj.azurewebsites.net/file/TypeScriptLang.org_Azure_VPATJ15610.xlsx"
UKCA Declaration of Conformity,Web,2025/10/09,"https://vpatj.azurewebsites.net/file/UKCA_Declaration_of_Conformity_Web_VPATJ15620.xlsx"
Unified Consent Client SDKs,Win32,2025/11/12,"https://vpatj.azurewebsites.net/file/Unified_Consent_Client_SDKs_Win32_VPATJ15630.xlsx"
Unified Developer Portal,Web,2025/09/29,"https://vpatj.azurewebsites.net/file/Unified_Developer_Portal_Web_VPATJ15660.xlsx"
Unified Purview Portal for Compliance and Governance,Web,2025/07/11,"https://vpatj.azurewebsites.net/file/Unified_Purview_Portal_for_Compliance_and_Governance_Web_VPATJ15661.xlsx"
Unified Vision Service,Web,2026/04/22,"https://vpatj.azurewebsites.net/file/Unified_Vision_Service_Web_VPATJ15680.xlsx"
Universal Media Player,Web,2026/02/19,"https://vpatj.azurewebsites.net/file/Universal_Media_Player_Web_VPATJ15700.xlsx"
Universal Print Azure Portal Extension,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Universal_Print_Azure_Portal_Extension_Web_VPATJ15710.xlsx"
Universal Print connector [2025],Win32,2025/03/24,"https://vpatj.azurewebsites.net/file/Universal_Print_connector_2025_Win32_VPATJ15711.xlsx"
User data functions - Fabric Product,Web,2025/07/15,"https://vpatj.azurewebsites.net/file/User_data_functions_-_Fabric_Product_Web_VPATJ15712.xlsx"
